1	568	0.252891
1	679	1.05288
1	848	2.61724
1	890	3.10368
1	913	3.4063
1	943	3.8822
1	944	3.92407
1	966	4.22781
1	987	4.54913
1	992	4.60658
2	335	0.773102
2	582	1.73487
2	677	2.07886
2	713	2.34754
2	734	3.1753
2	766	3.13147
2	876	3.99535
2	883	3.90251
2	951	5.02909
2	977	5.45469
3	732	1.64436
3	814	2.26158
3	851	2.37383
3	872	2.56616
3	882	2.76824
3	934	3.65518
3	936	3.67053
3	957	3.98468
3	970	4.23086
3	993	4.46736
4	103	0.292373
4	716	1.25876
4	897	2.57605
4	908	3.19788
4	918	3.31969
4	931	3.72284
4	956	3.84246
4	982	4.26109
4	990	4.41493
4	1000	4.7367
5	389	0.168275
5	774	1.29563
5	881	2.45108
5	923	3.14239
5	927	3.53432
5	973	3.84126
5	978	4.03409
5	979	4.26637
5	989	4.33345
5	995	4.55589
6	285	0.30838
6	516	0.334347
6	665	1.96529
6	882	3.18051
6	934	4.06746
6	938	3.77377
6	940	3.9519
6	961	4.48641
6	970	4.64314
6	984	4.91157
7	231	0.00426891
7	673	0.794431
7	864	2.65888
7	875	2.73233
7	918	3.55443
7	931	3.95758
7	933	3.8039
7	982	4.49583
7	990	4.64967
7	1000	4.97144
8	672	0.737628
8	877	2.38081
8	914	3.08528
8	923	2.95636
8	928	2.9961
8	949	3.03805
8	967	3.97051
8	983	3.94075
8	989	4.14742
8	995	4.36987
9	33	2.31726
9	208	2.55406
9	313	2.66952
9	506	3.12696
9	523	3.25746
9	535	3.43639
9	545	3.45142
9	580	3.51826
9	591	3.53876
9	651	3.75268
10	495	0.58737
10	744	1.73434
10	784	2.45699
10	822	2.68113
10	877	3.07265
10	923	3.6482
10	927	4.04013
10	935	3.99317
10	973	4.34708
10	995	5.06171
11	230	2.83278
11	712	1.47782
11	776	1.81127
11	839	2.52449
11	884	2.48967
11	946	3.77887
11	947	3.94633
11	971	4.1522
11	972	4.0152
11	996	4.59414
12	430	0.746991
12	724	2.11269
12	801	2.9179
12	803	3.02179
12	868	3.68263
12	869	3.45629
12	880	3.81078
12	895	3.81587
12	902	3.95993
12	917	4.09791
13	242	2.24995
13	371	2.19314
13	417	2.49209
13	429	2.54053
13	504	2.57819
13	583	3.15036
13	714	3.83779
13	763	4.10491
13	781	4.2379
13	786	4.2379
14	29	2.08358
14	365	2.48935
14	442	2.61066
14	496	3.01905
14	584	3.24094
14	585	3.33633
14	616	3.42432
14	630	3.48981
14	697	3.85379
14	740	4.07495
15	813	1.25119
15	854	1.55007
15	894	2.09275
15	909	2.65433
15	965	3.68902
15	968	3.73804
15	974	4.01406
15	985	4.10007
15	991	4.22508
15	999	4.30816
16	134	2.08388
16	170	1.98739
16	205	2.1225
16	333	2.39575
16	422	2.54541
16	664	3.54616
16	678	3.58904
16	736	3.99586
16	807	4.67609
16	809	4.68069
17	80	0.901648
17	159	0.824075
17	600	1.98023
17	761	3.48231
17	768	2.81901
17	857	3.70078
17	892	4.15167
17	900	4.13742
17	920	4.54273
17	962	5.08291
18	70	2.01851
18	321	2.79336
18	339	2.955
18	353	2.88672
18	370	2.7892
18	453	3.08403
18	605	3.62566
18	620	3.72889
18	658	3.90207
18	659	3.83935
19	687	2.19939
19	739	2.54483
19	780	3.02552
19	794	2.81529
19	811	3.16689
19	819	3.31005
19	847	3.51468
19	849	3.51278
19	852	3.6412
19	891	3.89215
20	79	2.12284
20	90	1.44699
20	682	1.70295
20	871	2.79972
20	889	2.80988
20	930	3.57432
20	976	4.0025
20	986	4.27109
20	994	4.45069
20	996	4.4418
21	634	1.65212
21	717	2.40182
21	794	2.83208
21	819	3.32685
21	844	3.38435
21	845	3.39758
21	847	3.53147
21	849	3.52957
21	852	3.65799
21	891	3.90895
22	231	0.00295818
22	783	1.79367
22	797	2.15333
22	908	3.24515
22	918	3.36696
22	933	3.61643
22	956	3.88974
22	982	4.30836
22	990	4.4622
22	1000	4.78397
23	125	2.12398
23	324	2.20299
23	493	2.68928
23	519	2.77252
23	524	2.83577
23	596	3.09317
23	637	3.16489
23	751	3.95742
23	802	4.33784
23	817	4.44492
24	451	1.30249
24	614	1.18386
24	734	2.56624
