1	40 
2	44 
3	14 
4	28 
5	32 
6	31 
7	44 
8	14 
9	21 
10	30 
11	35 
12	4 
13	20 
14	11 
15	3 13 29 
16	33 
17	3 
18	30 
19	15 
20	4 23 43 
21	38 
22	21 
23	31 
24	10 20 25 
25	15 
26	24 
27	34 
28	5 
29	32 
30	11 
31	25 
32	9 33 43 
33	21 
34	34 
35	26 
36	16 25 32 
37	10 
38	38 
39	43 
40	16 
41	2 
42	40 
43	5 
44	2 
45	35 
46	28 
47	22 
48	4 
49	24 
50	18 
51	5 
52	45 
53	1 
54	39 
55	13 
56	11 
57	10 
58	29 
59	9 
60	23 
61	5 
62	21 
63	2 
64	15 
65	20 
66	4 
67	45 
68	39 
69	41 
70	39 
71	23 
72	14 
73	19 
74	19 
75	40 
76	27 29 39 
77	36 
78	2 
79	36 
80	8 
81	13 
82	30 
83	14 
84	10 
85	6 
86	20 
87	9 
88	38 
89	32 
90	18 
91	14 
92	38 
93	18 
94	36 
95	9 18 22 
96	30 
97	44 
98	10 
99	3 
100	22 
101	39 
102	18 
103	15 
104	15 
105	12 
106	10 
107	26 
108	27 
109	4 
110	23 
111	37 
112	7 
113	8 
114	19 
115	9 
116	26 
117	37 
118	45 
119	3 
120	40 
121	3 
122	3 4 22 
123	29 
124	15 
125	8 
126	12 
127	9 
128	2 
129	37 
130	13 
131	32 
132	6 
133	20 
134	22 
135	11 
136	21 
137	41 
138	7 
139	40 
140	22 
141	7 
142	18 21 33 
143	18 
144	23 
145	1 
146	32 
147	13 17 36 
148	21 
149	42 
150	42 
151	8 24 27 
152	40 
153	38 
154	6 
155	28 
156	39 
157	29 
158	14 
159	23 
160	16 
161	39 
162	17 
163	3 
164	44 
165	18 40 42 
166	15 
167	17 
168	37 
169	38 
170	31 
171	20 28 42 
172	32 
173	36 
174	41 
175	10 
176	31 
177	43 
178	18 
179	41 
180	21 
181	30 
182	32 
183	5 
184	42 
185	1 
186	15 
187	23 
188	43 
189	7 15 41 
190	6 
191	37 
192	44 
193	20 
194	3 
195	37 
196	13 
197	18 
198	13 
199	37 
200	14 
201	14 
202	16 
203	41 
204	22 
205	41 
206	25 
207	25 
208	28 
209	22 
210	4 
211	1 
212	20 
213	20 
214	10 21 24 
215	2 
216	22 
217	35 
218	4 
219	35 
220	14 26 43 
221	33 
222	1 
223	35 
224	40 
225	24 
226	32 
227	9 
228	43 
229	31 
230	40 
231	1 
232	44 
233	12 
234	44 
235	8 
236	1 
237	13 
238	15 
239	17 
240	3 
241	26 
242	15 
243	28 
244	44 
245	1 
246	17 
247	28 
248	21 
249	3 
250	9 
251	10 15 39 
252	15 19 25 
253	26 
