1	135	1.23105
1	402	1.72894
1	493	0.747447
1	713	3.01671
1	759	4.03335
1	806	2.77469
1	827	4.13489
1	951	4.70627
1	957	4.75852
1	1000	4.51361
2	364	1.30999
2	690	2.40042
2	730	2.54382
2	791	2.14703
2	891	2.67954
2	892	3.46792
2	902	3.68697
2	947	4.3968
2	951	3.88528
2	985	5.18778
3	83	1.4815
3	652	0.883844
3	717	2.86088
3	759	4.16315
3	812	3.51291
3	819	3.77891
3	901	3.41225
3	964	4.04558
3	984	3.50978
3	989	3.99029
4	59	1.90826
4	64	1.24777
4	484	1.95652
4	745	2.43956
4	801	2.99166
4	830	2.90442
4	846	3.65215
4	969	4.94236
4	986	4.82141
4	989	4.72108
5	238	1.10419
5	445	3.08673
5	589	1.7662
5	676	2.40787
5	790	2.99227
5	828	3.18733
5	869	3.30016
5	909	3.87094
5	968	4.49365
5	997	5.35224
6	386	1.0431
6	625	0.714005
6	699	2.12639
6	764	3.70521
6	799	1.75467
6	855	3.91598
6	972	4.40167
6	978	4.2246
6	986	4.69488
6	995	5.01111
7	73	3.13768
7	120	1.73416
7	390	2.36281
7	406	2.73537
7	589	2.91246
7	591	3.0959
7	625	2.21759
7	696	3.72006
7	752	4.05891
7	880	5.72308
8	234	0.445454
8	282	0.657125
8	495	1.25759
8	612	1.63714
8	859	3.74397
8	876	3.43092
8	957	4.74207
8	967	5.26378
8	986	5.04287
8	993	5.3724
9	196	3.19506
9	264	2.08326
9	279	2.54325
9	693	3.52529
9	798	4.38512
9	847	2.12342
9	920	3.2837
9	928	2.81783
9	948	4.16767
9	958	3.42609
10	42	1.66538
10	53	1.04349
10	472	2.16976
10	551	1.08419
10	804	3.78188
10	810	4.56932
10	842	3.67186
10	940	4.63676
10	969	4.81515
10	979	4.19303
11	216	1.11301
11	240	2.3106
11	498	2.29109
11	504	2.10075
11	676	3.10614
11	778	3.03862
11	812	3.6255
11	879	4.43694
11	969	4.83813
11	990	4.67826
12	66	1.91875
12	127	2.7661
12	229	1.62315
12	426	2.17397
12	532	2.46731
12	579	3.28956
12	583	3.03593
12	856	5.10151
12	907	4.40762
12	952	4.97677
13	344	1.5231
13	473	2.42086
13	524	2.19513
13	654	2.22359
13	664	2.92186
13	746	2.3805
13	773	3.41649
13	784	3.89037
13	816	4.75549
13	925	5.78775
14	391	1.12598
14	494	1.89094
14	536	1.27431
14	789	2.93463
14	830	3.25328
14	868	2.9824
14	898	4.24181
14	941	4.69987
14	950	4.34254
14	982	4.9193
15	56	1.98922
15	312	2.0685
15	336	1.20288
15	433	2.00662
15	570	2.18096
15	637	1.99423
15	880	4.98464
15	934	5.55126
15	941	4.37003
15	952	5.30104
16	289	2.76613
16	326	1.82115
16	466	1.17316
16	483	2.83148
16	726	3.12113
16	767	2.69086
16	823	3.62288
16	886	4.21193
16	896	4.10559
16	965	5.23192
17	70	1.46861
17	299	1.98264
17	544	3.17809
17	576	3.5285
17	634	2.94918
17	685	2.14097
17	806	2.88177
17	856	4.05075
17	927	4.51173
17	962	4.85117
18	153	0.592367
18	296	2.03465
18	386	1.69519
18	662	2.26331
18	829	3.35015
18	894	3.51909
18	916	4.56945
18	938	4.39736
18	942	4.56084
18	957	4.67037
19	115	2.01442
19	175	2.6566
19	361	1.00212
19	417	3.21028
19	428	2.98752
19	733	4.32331
19	761	2.38566
19	773	3.86598
19	812	3.92919
19	971	5.16507
20	43	0.75674
20	633	2.13262
20	663	2.24509
20	680	1.62585
20	779	3.97917
20	783	3.96235
20	854	2.95833
20	897	4.94971
20	924	4.27531
20	985	4.74908
21	95	1.49718
21	246	2.64811
21	502	2.50316
21	574	2.35083
21	601	3.08541
21	734	3.67136
21	745	3.84323
21	752	3.34222
21	765	3.93368
21	922	4.72724
22	134	2.06912
22	425	2.95936
22	675	2.83653
22	721	2.48656
22	737	3.35424
22	792	3.38046
22	810	3.1805
22	836	3.69493
22	857	3.4229
22	985	4.31113
23	288	2.11785
23	553	1.62839
23	571	2.62248
23	689	2.07317
23	730	2.12422
23	834	3.42407
23	893	3.25847
23	982	4.35334
23	991	4.03386
23	993	5.95855
24	37	2.58836
24	246	3.70838
24	282	2.28635
24	426	3.87033
24	712	3.43151
24	772	1.89084
24	880	3.39516
24	905	3.1105
24	909	3.44316
24	934	3.96177
25	319	2.72295
25	424	2.62983
25	487	1.67707
25	524	2.28436
25	542	2.69456
25	605	2.42667
25	706	2.903
25	792	3.08905
25	932	5.34645
25	981	5.87814
26	295	1.71961
26	483	2.22096
26	528	2.76593
26	563	2.10442
26	582	2.79054
26	585	3.34414
26	692	3.50703
26	881	4.21875
26	897	4.47919
26	917	4.46815
27	117	1.99822
27	206	2.47435
27	350	2.07501
27	578	1.59399
27	729	1.70012
27	749	3.57288
27	775	3.06261
27	952	5.56467
27	970	4.71663
27	990	4.97449
28	222	0.429171
28	296	2.77982
28	428	2.16476
28	671	2.52447
28	683	3.63093
28	731	3.77345
28	733	3.50056
28	735	2.71429
28	946	4.38498
28	952	5.71737
29	217	4.20937
29	549	2.47961
29	596	2.31424
29	627	4.10704
29	639	3.26396
29	686	1.88662
29	722	2.43828
29	776	2.8586
29	841	3.62369
29	955	4.43821
30	49	2.52767
30	94	2.04371
30	233	0.90654
30	242	2.23328
30	478	1.53383
30	710	3.60061
30	839	3.42132
30	892	5.33416
30	959	4.79636
30	963	5.16564
31	272	0.904013
31	396	2.42844
31	474	1.26406
31	556	1.73468
31	756	2.84222
31	872	4.11649
31	877	3.91366
31	893	4.42341
31	917	4.46499
31	1000	5.60209
32	48	0.963648
32	552	2.05235
32	707	3.12144
32	757	2.98242
32	770	3.58468
32	777	2.47012
32	849	3.12053
32	917	4.10372
32	957	4.68512
32	969	4.5526
33	204	1.39437
33	456	2.53487
33	482	2.20897
33	548	2.37229
33	624	2.43369
33	657	1.97736
33	882	4.68708
33	937	4.95809
33	948	4.78253
33	994	4.22371
34	216	2.05764
34	221	1.05415
34	313	2.33071
34	568	2.29328
34	732	2.26054
34	761	1.65868
34	913	4.00509
34	964	5.21663
34	988	5.23358
34	993	5.5449
35	161	0.867325
35	378	2.25093
35	532	2.41339
35	630	2.27633
35	705	3.53986
35	711	3.12096
35	765	3.66498
35	786	3.95362
35	853	4.28784
35	957	5.26525
36	218	1.62706
36	692	2.03611
36	708	2.22971
36	748	2.95425
36	795	2.40156
36	833	3.20058
36	903	4.16668
36	918	3.48438
36	947	4.55471
36	961	4.97227
37	24	2.58836
37	112	2.35867
37	290	0.0318817
37	307	1.27853
37	597	1.87383
37	796	2.99724
37	872	4.81838
37	923	4.78281
37	984	5.64688
37	995	5.26756
38	128	3.05783
38	252	2.13435
38	426	3.26943
38	432	3.33373
38	627	4.16346
38	778	1.50361
38	855	2.72442
38	875	2.64606
38	971	4.16634
38	998	4.79065
39	107	1.42958
39	131	0.769103
39	554	2.1535
39	581	0.860341
39	688	3.4483
39	695	3.02638
39	797	3.23365
39	940	5.32456
39	967	5.80972
39	995	5.54987
40	233	0.972718
40	289	3.0599
40	316	1.4858
40	571	3.21981
40	684	2.51392
40	704	2.24545
40	782	3.56288
40	846	4.5028
40	959	4.86254
40	992	5.20284
41	408	2.14435
41	438	0.824092
41	494	2.35499
41	532	2.66404
41	537	2.11942
41	765	3.91563
41	857	3.8913
41	922	4.70918
41	944	3.92802
41	961	5.10519
42	10	1.66538
42	580	3.1675
42	637	2.51102
42	700	3.37795
42	751	1.43783
42	884	2.96827
42	916	3.23864
42	944	5.06865
42	956	3.82834
42	974	4.34217
43	20	0.75674
43	522	2.9094
43	716	3.70961
43	724	1.85468
43	764	3.60509
43	783	3.73298
43	807	1.75723
