1	205	2.35793
1	239	0.265129
1	380	0.24479
1	726	1.90114
1	841	2.892
1	973	4.48519
1	975	5.02184
1	983	4.74632
1	994	4.86323
1	998	4.86448
2	124	0.453372
2	411	1.50644
2	522	1.54975
2	631	2.56234
2	790	3.295
2	861	4.12235
2	896	4.27845
2	897	4.27605
2	936	4.7224
2	947	4.86669
3	81	1.8547
3	262	2.0315
3	389	2.52756
3	407	2.87164
3	509	3.10232
3	571	3.41452
3	637	3.59728
3	724	3.95059
3	750	4.0788
3	774	4.2122
4	21	2.09111
4	271	2.65115
4	281	2.11896
4	350	2.3531
4	468	2.9573
4	470	3.06853
4	622	3.6146
4	638	3.55515
4	773	4.33437
4	889	4.89478
5	410	0.686348
5	504	1.2591
5	530	1.83419
5	770	2.9063
5	791	3.06132
5	905	3.97446
5	933	4.34723
5	941	4.46209
5	944	4.52771
5	988	4.56578
6	397	0.59435
6	439	1.05485
6	491	1.42954
6	628	1.95672
6	693	2.52654
6	925	4.23911
6	960	5.11258
6	968	4.93011
6	971	4.44771
6	1000	5.34636
7	535	1.72578
7	642	1.56162
7	749	3.08139
7	840	2.8381
7	853	3.57195
7	855	3.01127
7	868	3.70425
7	894	3.65889
7	927	4.34633
7	931	4.1589
8	27	0.836856
8	210	1.17865
8	524	1.78526
8	782	3.35297
8	807	3.78313
8	821	3.74906
8	836	3.96405
8	876	4.05136
8	883	4.23727
8	915	4.70857
9	166	1.44187
9	210	1.54953
9	226	1.56359
9	365	1.68622
9	665	3.26531
9	807	4.15401
9	813	4.13086
9	821	4.11994
9	915	5.07945
9	951	4.67101
10	213	1.75468
10	275	1.04566
10	337	1.29855
10	460	1.44348
10	481	1.95303
10	793	3.27914
10	952	4.99512
10	969	5.10461
10	978	5.39433
10	990	5.39213
11	578	2.86717
11	596	3.10968
11	608	3.01425
11	625	3.23867
11	659	2.18524
11	676	3.39148
11	687	3.41444
11	722	2.55529
11	777	3.90142
11	781	3.95628
12	250	0.186182
12	376	1.34076
12	402	1.46911
12	683	1.71727
12	762	3.08217
12	872	3.54777
12	952	4.73889
12	978	5.1381
12	990	5.1359
12	997	5.31095
13	425	1.91106
13	525	2.36547
13	559	2.70619
13	575	2.23827
13	610	2.48231
13	736	3.44014
13	803	3.8503
13	834	4.04574
13	842	4.23595
13	857	4.36913
14	145	1.97752
14	348	0.734357
14	442	2.26598
14	655	2.95848
14	793	2.9632
14	801	3.41302
14	814	3.21317
14	903	3.9478
14	978	5.07839
14	990	5.0762
15	108	1.35325
15	206	1.36432
15	280	1.36613
15	411	2.11544
15	606	1.78272
15	780	3.69966
15	897	4.88505
15	900	4.26074
15	936	5.3314
15	947	5.47569
16	168	0.723605
16	422	1.30227
16	597	2.01954
16	711	2.42368
16	849	3.60467
16	923	3.97806
16	924	4.10727
16	934	4.13181
16	965	4.52272
16	988	4.8175
17	412	0.536851
17	644	1.48672
17	743	1.92377
17	786	2.14721
17	954	3.99106
17	958	4.01892
17	970	4.25732
17	974	4.31045
17	977	4.25158
17	999	4.70602
18	135	0.422389
18	636	1.89973
18	766	1.56912
18	843	2.99227
18	901	3.82414
18	933	3.9165
18	937	3.50879
18	956	4.44014
18	957	4.53675
18	983	4.51518
19	552	0.763356
19	635	1.18146
19	650	1.47949
19	710	1.91165
19	925	3.85761
19	945	3.85506
19	960	4.73109
19	968	4.54862
19	979	4.83755
19	982	4.44915
20	289	1.29496
20	428	1.7436
20	484	1.72529
20	553	2.42536
20	761	2.98364
20	762	3.00163
20	856	3.5686
20	964	4.80112
20	978	5.05755
20	990	5.05536
21	4	2.09111
21	179	2.36865
21	218	2.46574
21	281	2.52911
21	350	2.76326
21	408	2.89977
21	448	2.75417
21	616	3.73191
21	773	4.74453
21	889	5.30494
22	405	1.54891
22	551	1.5666
22	751	2.77982
22	797	2.95577
22	808	3.33204
22	822	3.332
22	835	3.30708
22	927	4.07991
22	949	4.2167
22	955	4.51251
23	332	0.915578
23	764	1.8175
23	866	3.555
23	878	3.1947
23	882	3.50725
23	884	3.28723
23	906	3.50347
23	908	3.55947
23	917	3.58218
23	987	4.7142
24	255	0.39415
24	417	0.296698
24	580	1.2131
24	726	2.19171
24	789	2.03944
24	973	4.77575
24	975	5.3124
24	994	5.1538
24	996	5.10654
24	998	5.15504
25	183	0.522026
25	559	2.67984
25	610	2.45597
25	621	2.66932
25	736	3.4138
25	779	3.49033
25	803	3.82396
25	834	4.01939
25	842	4.20961
25	857	4.34279
26	377	2.66598
26	378	2.52916
26	379	2.48133
26	527	2.85365
26	548	3.2098
26	589	3.12619
