1	14 
2	6 8 20 
3	21 
4	1 
5	18 
6	2 
7	13 15 19 
8	19 
9	3 
10	13 
11	20 
12	14 
13	9 
14	6 
15	6 
16	20 
17	3 
18	10 
19	14 
20	19 
21	2 
22	9 
23	3 
24	16 
25	12 
26	17 
27	2 
28	10 
29	13 
30	3 
31	3 
32	17 
33	13 
34	12 
35	6 16 22 
36	21 
37	17 
38	18 
39	3 
40	17 
41	20 
42	11 
43	10 
44	5 13 19 
45	11 
46	4 
47	8 
48	14 
49	19 
50	10 
51	7 
52	21 
53	17 
54	15 
55	16 
56	6 
57	15 
58	15 
59	14 
60	7 
61	10 
62	7 
63	11 
64	19 
65	1 3 12 
66	20 
67	3 
68	19 
69	17 
70	22 
71	12 17 19 
72	7 10 12 
73	1 
74	20 
75	16 
76	10 
77	13 
78	17 
79	14 
80	12 
81	1 
82	3 12 22 
83	6 
84	4 
85	11 
86	18 
87	3 
88	13 
89	12 
90	10 
91	9 
92	16 
93	3 
94	15 
95	9 
96	5 
97	2 
98	12 
99	7 17 19 
100	10 20 21 
101	19 
102	4 
103	22 
104	20 
105	14 
106	15 
107	11 
108	7 
109	16 
110	16 
111	16 
112	12 
113	16 
114	2 
115	10 
116	9 
117	20 
118	2 15 18 
119	5 
120	6 
121	15 
122	8 
123	13 
124	12 
125	12 
126	16 
127	3 
128	3 15 21 
129	14 17 20 
130	15 
131	9 20 22 
132	3 
133	14 
134	22 
135	8 
136	9 
137	6 15 18 
138	21 
139	15 
140	18 
141	3 
142	2 3 21 
143	10 
144	2 9 20 
145	1 
146	10 
147	22 
148	15 
149	1 13 14 
150	20 
151	3 
152	17 
153	17 
154	4 
155	9 
156	2 
157	18 
158	3 
159	3 
160	17 
161	15 
162	1 3 14 
163	1 
164	15 
165	20 
166	1 
167	15 
168	13 15 19 
169	3 
170	5 13 20 
171	20 
172	7 
173	16 
174	9 
175	20 
176	19 
177	9 
178	3 10 19 
179	12 
180	5 
181	5 14 19 
182	3 
183	19 
184	8 
185	10 
186	14 
187	8 
188	21 
189	10 
190	19 
191	12 
192	7 
193	3 
194	5 
195	3 
196	15 
197	9 
198	15 
199	19 
200	13 
201	7 
202	14 
203	11 
204	6 17 20 
205	7 
206	15 
207	11 
208	19 
209	14 
210	10 15 19 
211	20 
212	5 
213	19 
214	5 13 19 
215	2 
216	11 
217	12 
218	15 
219	6 
220	19 
221	10 
222	5 
223	12 
224	14 
225	17 
226	10 
227	12 
228	3 
229	3 
230	10 
231	19 
232	16 
233	22 
234	6 
235	16 
236	5 
237	1 
238	10 
239	8 
240	15 
241	11 
242	8 
243	3 
244	17 
245	3 
246	20 
247	1 
248	12 
249	2 
250	5 
251	17 
252	3 
253	20 
254	20 
255	5 
256	16 
257	1 
258	8 
259	15 
260	4 
261	21 
262	3 
263	17 
264	9 
265	16 
266	7 
267	2 3 15 
268	19 
269	20 
270	3 
271	4 
272	17 
273	12 
274	15 
275	6 10 15 
276	13 
277	6 7 18 
278	13 
279	3 
280	12 
281	21 
282	3 
283	19 
284	22 
285	14 
286	6 
287	10 
288	10 
289	15 
290	15 
291	20 
292	7 
293	15 
294	13 
295	3 
296	9 
297	15 
298	12 
299	5 
300	1 7 14 
301	22 
302	11 
303	15 
304	12 
305	17 
306	9 
307	22 
308	5 
309	16 
310	9 
311	19 
312	12 
313	1 
314	2 16 20 
315	21 
316	2 
317	3 4 15 
318	15 
319	19 
320	19 
321	13 
322	1 
323	8 
324	15 
325	6 
326	1 
327	5 15 17 
328	4 5 6 
329	8 
330	3 
331	9 
332	20 
333	17 
334	5 
335	2 
336	20 
337	19 
338	21 
339	21 
340	1 
341	20 
342	1 3 4 
343	16 
344	10 
345	9 
346	1 4 7 
347	10 
348	22 
349	4 5 9 
350	7 17 22 
351	20 
352	15 
353	3 
354	15 
355	2 7 10 
356	5 
357	22 
358	6 10 12 
359	3 
360	9 
361	15 
362	14 
363	20 
364	16 
365	1 
366	13 
367	13 
368	8 
369	1 
370	11 
371	12 
372	1 3 19 
373	12 
374	21 
375	19 
376	21 
377	15 
378	1 
379	3 
380	2 
381	1 
382	20 
383	18 
384	13 
385	3 
386	9 
387	6 
388	2 
389	7 
390	19 
391	10 
392	22 
393	1 
394	16 
395	9 
396	11 
397	19 
398	1 3 5 
399	17 
400	3 
401	2 
402	19 
403	12 
404	9 
405	16 
406	12 
407	19 
408	18 
409	15 
410	17 
411	17 
412	19 
413	6 
414	12 
415	15 
416	6 
417	3 
418	5 
419	21 
420	3 
421	17 
422	18 
423	3 
424	1 
425	5 
426	5 
427	14 
428	14 
429	10 
430	1 
431	1 
432	17 
433	10 12 15 
434	17 
435	12 
436	7 
437	21 
438	3 
439	5 
440	12 
441	6 
442	6 
443	9 
444	17 
445	21 
446	5 
447	1 
448	12 
449	1 
450	4 
451	6 
452	7 
453	6 
454	5 
455	15 
456	6 
457	20 
458	1 3 22 
459	13 
460	2 10 12 
461	1 
462	13 17 19 
463	20 
464	12 
465	10 
466	14 
467	9 
468	3 12 15 
469	17 
470	13 
471	13 
472	1 
473	3 8 22 
474	16 
475	21 
476	19 
477	15 
478	6 
479	16 
480	17 
481	4 
482	15 
483	3 
484	12 
485	16 
486	10 
487	10 
488	21 
489	14 
490	10 14 19 
491	9 
492	22 
493	3 
494	20 
495	17 
496	14 
497	14 
498	6 
499	21 
500	20 
501	2 
502	16 
503	19 
504	4 
505	3 7 19 
506	20 
507	1 
508	6 
509	4 
510	15 
511	12 
512	12 
513	2 
514	2 11 12 
515	20 
516	20 
517	1 
518	6 
519	15 
520	14 
521	1 10 20 
522	15 
523	2 8 20 
524	3 15 20 
525	14 
526	8 
