1	482	1.24242
1	613	1.27923
1	780	2.74406
1	798	2.78233
1	837	2.47613
1	840	2.91625
1	862	3.62681
1	949	4.4789
1	967	4.65055
1	996	5.42411
2	86	1.10781
2	404	1.25614
2	459	1.0952
2	557	2.36858
2	559	2.50121
2	675	4.18339
2	895	4.83053
2	897	3.64702
2	958	5.32074
2	970	5.31899
3	32	1.18973
3	353	2.48597
3	538	2.82836
3	559	3.97173
3	615	4.71632
3	628	3.74651
3	819	2.46457
3	891	2.70794
3	910	3.12569
3	1000	4.38521
4	180	1.05676
4	262	1.93997
4	338	1.1933
4	478	1.78448
4	577	2.58462
4	744	3.97978
4	818	4.311
4	870	2.85118
4	982	5.83819
4	998	6.14894
5	569	1.33498
5	631	1.96037
5	657	2.37767
5	805	3.6923
5	871	3.09633
5	883	3.27637
5	895	3.31282
5	900	3.31955
5	939	4.61927
5	986	4.63987
6	26	1.63656
6	119	3.15385
6	298	1.02119
6	336	3.04086
6	349	3.44417
6	422	3.19925
6	535	3.97159
6	586	4.348
6	667	4.36859
6	713	3.39248
7	274	1.58729
7	465	2.09185
7	486	2.23326
7	630	2.06818
7	752	2.64715
7	794	4.28782
7	805	3.15541
7	812	4.46807
7	816	4.30707
7	944	4.80003
8	142	1.06892
8	316	2.99594
8	442	4.81061
8	510	1.35408
8	533	3.42836
8	782	2.72109
8	835	2.91559
8	872	3.66117
8	906	4.03742
8	961	4.57206
9	234	2.47361
9	299	3.17775
9	484	2.43066
9	668	0.615113
9	911	3.18229
9	919	3.22509
9	933	3.25689
9	955	4.65357
9	989	4.17716
9	999	4.51544
10	27	2.04616
10	284	3.18847
10	311	1.45673
10	315	3.07362
10	384	3.54593
10	433	3.546
10	464	3.57827
10	475	2.3573
10	897	4.49368
10	909	4.37343
11	68	3.27567
11	260	1.41779
11	367	1.46788
11	485	2.03831
11	551	3.83393
11	553	3.25994
11	589	2.24852
11	655	3.22864
11	894	4.8967
11	980	5.92442
12	315	2.67482
12	644	2.55104
12	669	3.56115
12	778	2.46359
12	807	2.77249
12	847	3.86895
12	878	2.7754
12	937	3.70209
12	971	3.29816
12	987	3.95904
13	473	1.61254
13	744	2.49941
13	846	2.39914
13	878	2.77279
13	886	2.93594
13	890	3.13842
13	914	3.78094
13	949	3.64568
13	953	4.07821
13	976	4.79648
14	435	1.80974
14	558	1.45883
14	714	2.44374
14	752	2.58656
14	753	2.91355
14	790	3.30548
14	863	3.8419
14	922	4.32614
14	927	4.31919
14	976	4.68395
15	641	1.43454
15	858	3.37557
15	942	3.62063
15	947	2.58905
15	952	2.83702
15	968	3.09932
15	977	3.09601
15	983	4.23262
15	997	3.87689
15	1000	3.64238
16	579	1.96844
16	601	2.86436
16	658	1.80709
16	786	1.5821
16	877	3.58454
16	907	3.45528
16	916	3.06067
16	955	4.18044
16	969	4.36827
16	971	4.75889
17	55	0.445037
17	249	2.35081
17	518	2.4881
17	731	2.3335
17	744	3.22446
17	752	3.40841
