1	4 
2	19 
3	16 
4	20 
5	14 
6	26 
7	18 
8	19 
9	17 
10	3 
11	2 
12	24 
13	9 
14	4 
15	3 
16	11 
17	23 
18	14 
19	20 
20	17 
21	23 
22	6 
23	7 
24	1 
25	23 
26	14 
27	1 
28	9 
29	3 
30	2 
31	18 
32	9 
33	19 
34	9 
35	15 
36	6 
37	12 
38	12 
39	24 
40	6 
41	17 
42	3 
43	12 
44	17 
45	9 
46	25 
47	20 
48	12 
49	9 
50	11 
51	6 
52	19 
53	7 
54	24 
55	1 
56	5 
57	25 
58	15 
59	2 
60	8 
61	12 
62	2 
63	7 
64	24 
65	12 
66	10 
67	25 
68	10 
69	14 
70	5 
71	26 
72	23 
73	17 
74	16 
75	4 
76	5 
77	11 
78	23 
79	13 
80	6 
81	9 
82	22 
83	5 
84	20 
85	26 
86	14 
87	21 
88	10 
89	15 
90	26 
91	13 
92	12 
93	19 
94	22 
95	14 
96	1 
97	3 
98	22 
99	3 
100	13 
101	5 
102	10 
103	6 
104	25 
105	18 
106	6 
107	18 
108	12 
109	7 
110	1 
111	4 
112	20 
113	12 
114	5 
115	24 
116	26 
117	13 
118	25 
119	22 
120	11 
121	6 
122	21 
123	12 
124	21 
125	24 
126	20 
127	17 
128	18 
129	24 
130	1 
131	13 
132	23 
133	12 
134	26 
135	19 
136	21 
137	10 
138	25 
139	1 
140	4 
141	15 
142	21 
143	12 
144	24 
145	21 
146	14 
147	10 
148	7 
149	26 
150	8 
151	4 
152	14 
153	23 
154	3 
155	26 
156	4 
157	3 
158	8 
159	14 
160	8 
161	9 
162	3 
163	13 
164	8 
165	8 
166	17 
167	26 
168	1 
169	23 
170	16 
171	14 
172	13 
173	10 
174	23 
175	17 
176	10 
177	12 
178	25 
179	2 
180	19 
181	19 
182	21 
183	11 
184	19 
185	13 
186	20 
187	23 
188	21 
189	25 
190	22 
191	4 
192	19 
193	19 
194	6 
195	7 
196	26 
197	10 
198	19 
199	1 
200	9 
201	9 
202	4 
203	14 
204	25 
205	15 
206	1 
207	2 
208	25 
209	14 
210	15 
211	17 
212	17 
213	4 
214	13 
215	5 
216	15 
217	9 
218	23 
219	4 
220	12 
221	25 
222	13 
223	15 
224	19 
225	25 
226	24 
227	8 
228	12 
229	17 
230	22 
231	5 
232	9 
233	22 
234	6 
235	2 
236	11 
237	8 
238	26 
239	10 
240	18 
241	18 
242	8 
243	26 
244	17 
245	18 
246	24 
247	19 
248	10 
249	15 
250	23 
251	1 
252	11 
253	4 
254	21 
255	17 
256	15 
257	22 
258	18 
259	13 
260	1 
261	5 
262	3 
263	22 
264	7 
265	26 
266	1 
267	4 
268	7 
269	7 
270	1 
271	9 
272	17 
273	13 
274	12 
275	5 
276	25 
277	6 
278	21 
279	11 
280	5 
281	12 
282	23 
283	5 
284	11 
285	14 
286	22 
287	14 
288	16 
289	7 
290	21 
291	8 
292	3 
293	11 
294	25 
295	12 
296	7 
297	17 
298	16 
299	9 
300	11 
301	9 
302	21 
303	8 
304	19 
305	8 
306	14 
307	18 
308	17 
309	20 
310	1 
311	25 
312	6 
313	20 
314	12 
315	15 
316	12 
317	8 
318	9 
319	5 
320	13 
321	14 
322	19 
323	10 
324	15 
325	24 
326	25 
327	2 
328	17 
329	16 
330	21 
331	22 
332	7 
333	16 
334	11 
335	20 
336	21 
337	17 
338	2 
339	4 
340	4 
341	14 
342	20 
343	18 
344	23 
345	26 
346	23 
347	1 
348	10 
349	4 
350	13 
351	25 
352	20 
353	5 
354	24 
355	6 
356	21 
357	15 
358	9 
359	20 
360	11 
361	25 
362	14 
363	10 
364	10 
365	25 
366	24 
367	23 
368	16 
369	24 
370	15 
371	20 
372	15 
373	10 
374	14 
375	10 
376	2 
377	3 
378	2 
379	24 
380	16 
381	9 
382	15 
383	9 
384	3 
385	21 
386	18 
387	5 
388	3 
389	22 
390	17 
391	7 
392	23 
393	2 
394	14 
395	5 
396	6 
397	6 
398	16 
399	2 
400	21 
401	1 
402	26 
403	3 
404	26 
405	21 
406	19 
407	9 
408	11 
409	18 
410	23 
411	17 
412	22 
413	12 
414	6 
415	22 
416	8 
417	1 
418	16 
419	12 
420	17 
421	21 
422	15 
423	26 
424	5 
425	5 
426	2 
427	24 
428	24 
429	21 
430	17 
431	23 
432	11 
433	16 
434	22 
435	8 
436	18 
437	10 
438	3 
439	13 
440	10 
441	22 
442	24 
443	23 
444	15 
445	17 
446	16 
447	8 
448	21 
449	2 
450	24 
451	22 
452	18 
453	2 
454	17 
455	26 
456	23 
457	3 
458	2 
459	24 
460	14 
461	16 
462	11 
463	18 
464	5 
465	21 
466	21 
467	5 
468	12 
469	10 
470	14 
471	23 
472	4 
473	24 
474	4 
475	9 
476	24 
477	15 
478	6 
479	18 
480	26 
481	3 
482	20 
483	6 
484	10 
485	6 
486	24 
487	4 
488	4 
489	2 
